19.32	17.15
20.48	22.15
14.26	17.06
22.99	22.39
19.66	17.91
20.18	14.16
23.20	21.74
19.14	21.28
21.36	23.81
17.73	13.88
18.32	19.97
21.71	21.29
19.33	19.79
15.05	17.22
18.30	24.48
29.20	21.43
21.56	21.33
20.68	21.55
18.71	13.94
14.25	18.32
20.43	24.21
10.26	14.35
17.08	17.74
15.40	13.71
19.33	20.49
23.40	24.54
21.63	17.37
18.60	15.60
14.86	15.78
18.31	19.42
16.25	21.19
21.36	22.22
18.15	18.85
24.48	19.93
19.63	19.98
15.20	19.07
20.25	18.15
22.27	21.76
18.43	19.96
21.95	24.61
21.07	24.80
21.22	15.51
18.97	22.48
19.60	18.02
19.58	16.19
19.59	18.14
15.40	16.39
19.94	20.83
16.24	17.53
20.40	16.50
16.31	17.20
24.31	16.93
22.60	25.63
18.29	17.38
26.53	25.17
23.60	23.63
22.70	19.56
13.45	12.54
16.00	13.80
17.78	21.10
18.96	19.15
15.85	20.84
22.07	19.75
18.35	11.16
19.48	16.77
18.27	21.31
19.72	20.43
24.34	27.29
14.21	18.05
16.96	13.57
18.51	26.05
21.75	23.82
16.76	14.38
18.34	19.78
22.22	20.99
16.12	15.98
23.31	16.69
21.08	17.95
21.80	21.65
19.95	18.45
16.85	16.08
14.94	17.61
20.49	27.38
22.26	21.80
22.29	23.25
19.73	18.38
25.21	18.34
20.59	17.21
18.73	20.85
20.33	20.30
18.05	18.90
22.17	23.44
24.92	28.16
23.29	24.28
20.79	19.48
15.70	18.67
17.99	21.57
21.27	20.83
19.76	23.91
24.37	25.57
22.09	22.69
15.47	13.47
22.00	17.73
22.11	18.29
25.54	25.64
20.27	20.06
20.83	25.62
15.02	17.18
18.54	19.24
15.28	17.02
19.53	23.28
17.54	21.65
15.93	18.47
19.99	18.62
17.34	17.64
24.01	21.01
27.04	25.39
20.48	23.02
20.89	24.95
13.81	19.75
24.74	19.42
18.03	21.77
21.24	20.96
19.36	17.74
21.09	19.99
19.73	19.47
20.41	20.21
16.64	18.71
20.42	19.84
15.29	16.43
19.66	23.20
20.58	24.25
19.12	21.05
21.03	20.71
22.80	25.29
14.96	16.47
15.40	16.87
18.04	19.18
21.35	23.41
21.09	20.27
18.88	20.94
21.83	20.64
26.57	23.90
16.59	12.88
17.32	22.49
14.21	19.86
20.42	17.31
22.51	14.48
18.83	23.95
23.45	21.89
19.27	22.19
20.77	22.01
23.21	22.74
21.86	24.14
21.00	21.80
24.51	17.59
17.11	20.42
18.53	18.33
20.94	21.00
18.87	20.04
18.22	20.05
22.28	19.61
18.39	17.63
21.25	17.68
19.42	22.71
18.62	19.57
21.45	21.96
20.92	23.29
13.76	13.71
18.93	16.36
16.59	17.81
20.35	22.07
17.73	16.49
19.96	17.92
23.96	23.44
25.38	23.55
22.53	22.79
14.95	19.37
24.64	25.18
23.40	16.94
20.80	20.80
27.69	24.85
18.54	14.61
25.67	23.09
16.50	21.17
18.74	15.21
16.29	18.26
21.78	19.31
21.15	22.51
17.94	15.90
15.55	14.68
11.47	19.28
16.98	19.81
15.46	21.48
22.09	23.42
23.41	23.39
13.67	17.16
14.47	13.62
18.49	19.22
23.00	22.06
23.96	23.37
24.65	19.83
18.75	19.62
17.92	23.67
16.73	16.86
21.74	21.16
22.42	21.70
15.16	15.07
19.56	20.77
18.32	19.74
21.90	14.44
23.62	27.88
23.79	25.66
21.54	24.09
18.68	21.69
18.49	18.31
16.29	14.86
23.68	20.55
17.16	19.96
13.84	22.15
17.38	15.95
24.59	27.41
20.80	17.52
18.84	21.62
20.65	20.12
21.23	15.27
21.38	27.54
19.43	16.41
27.22	21.67
23.35	20.44
12.17	15.06
16.99	19.08
19.90	20.85
21.57	26.52
19.10	23.44
19.85	22.57
18.97	17.69
15.84	20.86
26.73	22.82
19.38	18.90
27.35	25.17
17.18	15.32
19.19	13.01
15.86	16.80
17.29	16.34
22.85	23.76
22.39	20.48
17.23	22.56
20.48	18.80
18.61	21.02
22.62	22.65
17.57	19.86
24.92	19.81
15.10	17.71
20.92	20.11
15.22	16.03
17.71	18.02
16.60	16.98
24.90	21.60
19.49	17.38
21.03	17.17
15.44	15.95
16.96	17.69
21.10	23.29
19.67	18.23
22.09	25.31
23.66	18.10
17.09	23.75
16.93	18.95
21.44	14.79
19.62	21.74
20.04	13.93
17.20	19.53
17.00	24.67
21.41	20.25
24.93	23.80
18.90	21.30
23.50	20.73
24.33	24.41
23.39	20.67
24.80	24.80
21.13	17.83
14.90	17.64
17.40	17.90
19.51	17.62
15.41	17.95
18.34	15.14
24.03	17.52
17.53	14.79
20.64	18.12
20.89	22.75
25.84	23.05
19.20	23.02
22.04	23.72
16.11	16.74
17.23	14.89
21.03	20.59
21.66	19.88
18.51	22.61
20.87	18.43
17.87	23.26
21.82	21.60
17.78	20.16
20.79	18.44
21.11	17.78
24.53	21.78
16.49	18.30
20.68	16.34
14.54	17.57
20.40	18.10
22.48	22.39
16.63	20.99
19.35	14.50
23.89	19.96
25.24	21.88
20.01	13.84
24.70	15.24
19.50	15.11
17.24	21.07
19.67	24.27
14.49	15.50
17.39	17.46
18.04	19.50
24.36	24.41
20.70	22.76
26.46	30.09
21.41	22.00
21.12	17.36
19.29	26.00
17.18	15.86
20.54	18.34
18.81	21.89
15.08	18.02
21.63	21.00
19.48	19.76
20.83	16.75
18.35	15.66
22.17	16.49
18.11	21.12
21.13	18.11
22.11	16.31
19.60	21.11
17.09	17.85
20.75	16.81
23.41	22.50
13.11	17.76
20.36	21.56
20.45	18.55
21.11	19.58
18.80	18.22
21.07	20.99
18.25	20.52
20.81	24.90
23.63	20.13
19.71	18.13
16.59	17.81
19.67	23.02
21.37	19.60
19.15	22.12
25.25	20.61
18.60	16.96
18.66	24.29
25.15	24.93
20.94	22.03
21.69	20.86
24.22	20.47
17.93	22.18
19.41	22.80
22.75	16.55
17.48	15.59
20.76	19.37
16.32	22.22
21.61	21.88
27.07	27.12
19.49	18.16
18.73	20.67
25.25	20.92
17.03	13.38
18.81	20.25
19.90	20.06
21.92	18.87
16.56	16.77
16.94	16.34
20.96	21.91
19.40	16.85
14.70	18.97
14.55	16.48
14.52	16.61
20.06	17.63
21.43	18.42
22.11	19.21
16.64	15.80
13.64	14.89
21.87	19.18
19.73	15.70
19.94	15.19
18.72	10.79
19.01	21.00
26.01	20.34
19.51	20.36
21.62	19.73
13.13	18.86
15.30	18.69
17.53	22.82
20.46	20.88
21.14	22.05
27.94	22.93
14.44	14.72
14.54	12.55
19.11	15.80
17.25	23.45
16.72	14.80
23.01	22.91
18.65	19.51
21.48	22.63
20.64	19.71
14.94	16.72
22.42	22.94
19.19	18.73
17.91	19.61
19.52	23.64
21.24	22.32
23.49	20.12
20.32	19.40
14.55	21.15
22.64	16.43
18.27	20.01
25.84	27.15
21.93	21.00
22.07	21.58
18.92	22.11
17.33	24.99
17.69	21.46
15.90	16.40
17.40	18.71
23.74	19.99
18.11	19.08
19.81	13.23
24.92	19.71
18.42	20.74
19.36	20.99
22.19	17.45
20.63	21.72
21.46	21.28
18.80	22.26
19.44	20.27
25.12	19.98
26.39	20.74
19.89	16.56
17.55	19.43
19.71	22.17
18.17	17.92
17.73	17.98
13.76	15.38
15.10	11.52
19.91	16.49
17.95	17.84
24.18	22.99
14.15	14.76
17.06	15.21
21.59	17.77
21.48	22.92
18.61	20.06
16.83	18.81
12.50	18.39
18.50	21.60
21.48	19.03
19.62	15.09
15.67	13.84
23.02	23.98
22.33	22.45
19.40	15.88
20.26	18.99
20.23	19.94
20.56	20.61
22.44	21.05
18.86	17.15
25.02	25.53
16.38	16.82
18.98	16.89
17.47	13.36
17.89	15.45
14.78	24.94
23.69	20.21
20.24	24.18
19.60	18.37
20.30	22.95
17.75	17.25
18.83	17.47
22.84	22.39
19.79	20.33
21.62	22.71
22.07	19.65
23.25	23.15
18.31	17.24
17.64	21.08
21.20	22.42
17.02	19.32
23.72	18.96
16.61	13.78
23.45	20.08
25.14	22.91
15.93	13.75
23.74	23.27
21.64	25.24
20.37	18.89
19.25	19.23
19.41	16.89
22.79	21.24
17.95	16.56
18.07	21.87
29.77	27.00
25.03	23.15
23.44	20.95
23.03	25.98
19.92	14.05
14.50	18.21
19.40	21.54
22.41	21.33
22.12	24.68
25.07	20.39
23.86	22.10
21.44	24.46
18.26	16.68
19.11	23.00
21.61	15.97
18.51	18.63
18.59	23.21
24.60	23.81
19.58	19.77
15.00	18.21
13.07	14.05
20.78	16.29
18.49	13.53
18.74	21.03
19.56	14.52
20.12	21.14
16.78	13.43
19.92	21.34
13.06	17.28
17.05	18.98
18.75	18.33
20.88	23.88
20.88	22.75
24.01	18.62
25.32	21.23
21.41	21.84
17.39	17.65
21.69	23.79
23.96	18.53
23.57	23.22
20.32	22.15
15.40	18.64
15.92	18.64
18.84	15.71
21.65	25.38
18.14	18.68
15.04	14.05
24.18	19.38
18.57	15.33
23.16	19.02
21.38	22.36
15.87	17.03
20.17	20.61
22.13	23.28
17.83	17.09
17.80	20.98
21.01	20.00
16.72	17.55
17.84	19.83
24.19	21.62
18.91	17.87
21.44	25.38
18.45	19.36
15.12	17.62
18.49	18.14
18.22	15.09
20.64	23.75
18.41	16.57
23.20	21.91
13.50	16.90
21.23	23.76
18.32	18.47
23.05	19.28
20.22	18.56
25.16	22.96
18.71	18.83
19.00	15.47
21.50	23.58
23.33	20.35
16.18	25.00
11.62	15.77
19.40	19.00
20.79	20.63
24.82	23.01
19.18	21.09
20.29	27.34
22.12	15.74
18.04	16.25
16.79	16.52
19.27	20.48
14.38	16.16
21.60	22.34
16.72	14.55
15.08	20.70
20.19	20.82
21.51	21.66
19.26	16.26
21.68	19.21
22.38	21.64
22.16	18.98
19.34	21.91
20.84	18.68
18.25	16.97
24.77	23.67
17.72	16.41
16.36	20.83
18.02	14.86
17.80	16.90
15.96	23.55
15.96	15.66
25.47	21.46
20.21	20.87
17.08	19.51
23.37	29.71
16.97	22.32
24.85	21.04
19.08	21.36
17.57	22.68
24.18	21.95
18.24	12.47
20.03	19.17
22.30	17.59
20.92	22.06
17.98	18.69
13.34	19.54
17.53	15.98
22.16	24.24
23.40	18.52
20.78	24.53
22.93	21.96
21.02	23.78
24.59	18.39
24.74	24.74
18.16	17.45
20.06	15.82
21.90	24.41
24.06	23.15
20.47	19.80
18.37	19.81
19.91	18.63
15.78	14.16
18.32	13.37
17.28	13.94
20.58	19.00
19.23	21.45
23.62	21.52
20.62	20.68
16.42	16.96
21.39	21.55
16.85	20.66
